"#name","#img","School","City","Country","Description","Forest Health","Insect Damage","Insects Identified","RecentFire","Year of Last Fire","Coniferous Trees","Deciduous Trees","Bushes Present","Tall Grass Present","Deadwood on the floor","Standing Deadwood","Lichens","Lichen Branches","New Trees","Old Trees","Protected Area","Managed Forest?","Evidence of Logging","Average Precipitation this Year","Average Temperature this Year","River, Lake or Spring Nearby?","Distance to Major Road","Distance to Settlement","Date#date","Latitude#number","Longitude#number","#href","See it in GFW#link#hidden"
"Photo 229","default","МАУ ДО «Станция юных натуралистов»","г. Чайковский, Пермский край","Russia","Красивое место. Краснолесье. Главная порода - сосна. Преобладающая порода на этом участке - сосна.  Деревья преспевающие. Много опада. Участок носит название Мишкин лог.","Fair","No","","No","","50-75%","25-50%","Yes","Yes","Large amount","Large amount","Yes","No","50-75%","25-50%","No","Yes","Yes","Drier","Warmer","Yes","1-2km","0-1km","4/30/2016","56.670283","54.574585","http://www.globalforestwatch.org/map/13/56.670283/54.574585/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/54.574585/http://www.globalforestwatch.org/map/13/56.670283/54.574585/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 239","default","МАУ ДО «Станция юных натуралистов»","г. Чайковский, Пермский край","Russia","На карте изображены ещё деревья. В настоящее время они срублены. Деревья угрозы не представляли.","Fair","No","","No","","Below 25%","Above 75%","Yes","No","Virtually absent","Small amount","No","No","Below 25%","50-75%","No","I don't know","Yes","Drier","Warmer","Yes","0-1km","0-1km","4/23/2016","56.777819","54.123057","http://www.globalforestwatch.org/map/13/56.777819/54.123057/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/54.123057/http://www.globalforestwatch.org/map/13/56.777819/54.123057/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 240","default","МАУ ДО «Станция юных натуралистов»","г. Чайковский, Пермский край","Russia","Лес находится в центре города, поэтому идёт очень большое загрязнение. Сухостой срезается каждый год. Лес находится под бдительным контролем.","Fair","Yes","","No","","50-75%","25-50%","Yes","Yes","Large amount","Large amount","Yes","Yes","Below 25%","50-75%","No","No","Yes","Drier","Warmer","Yes","0-1km","0-1km","4/16/2016","56.780535","54.130041","http://www.globalforestwatch.org/map/13/56.780535/54.130041/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/54.130041/http://www.globalforestwatch.org/map/13/56.780535/54.130041/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 241","default","МАУ ДО «Станция юных натуралистов»","г. Чайковский, Пермский край","Russia","Лес находится в районе аэропорта. Рядом находится река Кама. Проходит частый выброс мусора, и несанкционированная вырубка леса.","Fair","Yes","","No","","50-75%","Below 25%","Yes","Yes","Large amount","Large amount","Yes","Yes","Below 25%","50-75%","I don't know","Yes","Yes","Drier","Warmer","Yes","0-1km","0-1km","5/3/2016","56.760839","54.160484","http://www.globalforestwatch.org/map/13/56.760839/54.160484/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/54.160484/http://www.globalforestwatch.org/map/13/56.760839/54.160484/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 242","default","МАУ ДО «Станция юных натуралистов»","г. Чайковский, Пермский край","Russia","Лес находится в районе федеральной дороги. Идёт загрязнение. Бывают вырубки чёрными лесорубами.","Fair","No","","No","","50-75%","Below 25%","Yes","Yes","Virtually absent","Small amount","I don't know","No","50-75%","Below 25%","Yes","Yes","No","Drier","Warmer","Yes","0-1km","0-1km","5/3/2016","56.760969","54.159197","http://www.globalforestwatch.org/map/13/56.760969/54.159197/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/54.159197/http://www.globalforestwatch.org/map/13/56.760969/54.159197/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 243","default","МАУ ДО «Станция юных натуралистов»","г. Чайковский, Пермский край","Russia","Очень плохо ходить. Не происходит санитарная уборка. Но чёрные лесорубы всё равно есть.","Fair","Yes","","I don't know","","50-75%","25-50%","Yes","Yes","Large amount","Large amount","Yes","Yes","Below 25%","50-75%","Yes","I don't know","Yes","Drier","Warmer","Yes","0-1km","0-1km","5/3/2016","56.759734","54.159701","http://www.globalforestwatch.org/map/13/56.759734/54.159701/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/54.159701/http://www.globalforestwatch.org/map/13/56.759734/54.159701/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 1","default","МАОУ СОШ № 2","город Реж, Свердловская область","Russia","Участок хвойного леса, до недавнего времени сохранившийся в неизменном виде. В 2010 г. началось строительство жилого дома, принадлежащего председателю суда.","Excellent","No","","No","","Above 75%","Below 25%","No","Yes","Virtually absent","Absent","No","No","Above 75%","Below 25%","No","No","No","Normal","Warmer","Yes","0-1km","0-1km","3/31/2016","57.221095","61.22818","http://www.globalforestwatch.org/map/13/57.221095/61.228180/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/61.228180/http://www.globalforestwatch.org/map/13/57.221095/61.228180/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 2","default","МАОУ СОШ № 2","город Реж, Свердловская область","Russia","Видны следы свежеспиленного дерева","Fair","No","","No","","Above 75%","Below 25%","No","No","Virtually absent","Absent","No","No","Above 75%","Below 25%","No","No","Yes","Normal","Warmer","Yes","0-1km","0-1km","3/31/2016","57.368399","61.367491","http://www.globalforestwatch.org/map/13/57.368399/61.367491/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/61.367491/http://www.globalforestwatch.org/map/13/57.368399/61.367491/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 3","default","МАОУ СОШ № 2","город Реж, Свердловская область","Russia","Практически у всех хвойных деревьев в этом районе на коре с северной стороны имеется лишайник. Именно лишайник является природным индикатором чистоты леса.","Excellent","No","","No","","Above 75%","Below 25%","Yes","Yes","Virtually absent","Absent","Yes","No","Above 75%","Below 25%","No","No","No","Normal","Warmer","No","0-1km","0-1km","3/31/2016","57.368046","61.365834","http://www.globalforestwatch.org/map/13/57.368046/61.365834/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/61.365834/http://www.globalforestwatch.org/map/13/57.368046/61.365834/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 4","default","МАОУ СОШ № 2","город Реж, Свердловская область","Russia","Самое необычное сообщество деревьев. За существование в этом районе ""борются"" лиственные деревья - клен и береза и хвойное - сосна. Действие происходит в долине ручья, на его левом берегу.","Excellent","No","","No","","Above 75%","Below 25%","Yes","Yes","Virtually absent","Absent","No","No","Above 75%","Below 25%","No","No","No","Normal","Warmer","Yes","0-1km","0-1km","3/31/2016","57.368726","61.366611","http://www.globalforestwatch.org/map/13/57.368726/61.366611/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/61.366611/http://www.globalforestwatch.org/map/13/57.368726/61.366611/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 5","default","МАОУ СОШ № 2","город Реж, Свердловская область","Russia","На фотографии запечатлено выкорчеванное дерево, возможно, годичной давности. Дерево, скорее всего, разрушилось в следствии грозы, или сильных порывов ветра","Excellent","No","","No","","Above 75%","Below 25%","Yes","Yes","Virtually absent","Absent","No","No","Above 75%","Below 25%","No","No","No","Normal","Warmer","Yes","0-1km","0-1km","3/31/2016","57.368229","61.368392","http://www.globalforestwatch.org/map/13/57.368229/61.368392/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/61.368392/http://www.globalforestwatch.org/map/13/57.368229/61.368392/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 6","default","МАОУ СОШ № 2","город Реж, Свердловская область","Russia","С севера на юго-восток через лесной массив протекает небольшой ручей, захламленный мусором","Excellent","No","","No","","Above 75%","Below 25%","Yes","Yes","Virtually absent","Absent","No","No","Above 75%","Below 25%","No","No","No","Normal","Warmer","Yes","0-1km","0-1km","3/31/2016","57.368645","61.366853","http://www.globalforestwatch.org/map/13/57.368645/61.366853/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/61.366853/http://www.globalforestwatch.org/map/13/57.368645/61.366853/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 214","default","МКОУ СОШ № 1","Калужская область, г. Мосальск","Russia","Участок леса на снимке находится в непосредственной близости около р. Можайка. На склоне лежат стволы деревьев.","Fair","I don't know","","No","","Above 75%","Below 25%","No","Yes","Small amount","Small amount","No","No","25-50%","50-75%","Yes","No","No","Wetter","Normal","Yes","0-1km","0-1km","4/17/2016","54.486363","34.998818","http://www.globalforestwatch.org/map/13/54.486363/34.998818/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/34.998818/http://www.globalforestwatch.org/map/13/54.486363/34.998818/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 215","default","МКОУ СОШ № 1","Калужская область, г. Мосальск","Russia","Стволы давно упавших деревьев. Спиленные толстые ветви, пни. Возможно, что толстые стволы были вывезены.","Poor","I don't know","","No","","Above 75%","Below 25%","No","No","Large amount","Large amount","No","No","25-50%","50-75%","Yes","No","Yes","Wetter","Normal","Yes","0-1km","0-1km","4/17/2016","54.487055","35.002758","http://www.globalforestwatch.org/map/13/54.487055/35.002758/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/35.002758/http://www.globalforestwatch.org/map/13/54.487055/35.002758/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
"Photo 216","default","МКОУ СОШ № 1","Калужская область, г. Мосальск","Russia","Большое количество стволов упавших деревьев. Взрослые деревья с сухими ветками.","Poor","I don't know","","No","","Above 75%","Below 25%","No","No","Large amount","Large amount","Yes","No","Below 25%","50-75%","Yes","No","No","Wetter","Normal","Yes","0-1km","0-1km","4/17/2016","54.487217","35.005885","http://www.globalforestwatch.org/map/13/54.487217/35.005885/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true","http://www.globalforestwatch.org/map/13/35.005885/http://www.globalforestwatch.org/map/13/54.487217/35.005885/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true/ALL/grayscale/loss,forestgain,forest2000/612?begin=2001-01-01&end=2015-01-01&threshold=30&dont_analyze=true"
